,3DCNN_prof,ProQ3D,GraphQA,angleQA,ProQ2,DAVIS-EMAconsensus,BAKER-ROSETTASERVER,BAKER-experimental,P3De,ModFOLD8,tFold-IDT,VoroCNN-GDT,VoroCNN-GEMME,DeepPotential,Ornate,SBROD,GR#,GDT_TS,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MolPrb_clash,MolPrb_rotout,MolPrb_ramout,MolPrb_ramfv,target
T1024TS031_1,0.70054,0.701642,0.716,0.515,0.705,0.76234,0.7744,0.7455,0.6708716,0.5903219,0.728,0.494,0.566,,0.551,0.288699,031s,61.83,100.0,45.0,0.74,0.74,39.13,25.2,34.04,3.52,3.892,391.0,0.0,63.68,84.4,85.42,62.422,2.16,9.93,43.5,390.0,3.5,1.23,0.67,93.35,0.68,0.76,0.97,0.12,0.93,85.7,6.7,89.0,86.73,0.84,4776.7,1.78,,0.42,0.92,1.76,1.23,96.06,T1024
T1024TS435_1,0.67778,0.670238,0.699,0.543,0.683,0.72208,0.7202,0.6418,0.6800391,0.5895065,0.705,0.483,0.540,,0.537,0.336161,435s,59.21,100.0,206.0,0.54,0.54,37.09,22.02,31.96,3.911,4.231,391.0,0.0,57.29,75.7,79.54,58.953,2.2,10.53,41.1,387.0,3.5,2.5,0.65,91.56,0.66,0.73,0.97,0.14,0.93,83.2,6.92,86.79,84.21,0.82,4526.3,1.61,78.52,0.41,4.47,9.68,2.22,90.89,T1024
T1024TS324_2,0.61187,0.655341,0.693,0.427,0.604,0.65127,0.6739,0.6566,0.6236054,0.5426076,0.688,0.465,0.539,,0.525,0.237241,324s,54.86,100.0,330.0,,0.2,32.73,18.51,23.78,4.817,5.125,391.0,0.0,44.5,68.8,73.91,52.274,2.34,9.46,33.1,363.0,3.5,1.55,0.61,84.02,0.64,0.69,0.94,0.24,0.9,81.7,6.58,83.0,79.87,0.78,3551.3,3.91,80.51,0.36,1.23,3.23,1.23,95.32,T1024
T1024TS211_1,0.63129,0.559557,0.576,0.438,0.547,0.62750,0.6429,0.6151,0.513829,0.55027443,0.648,0.456,0.492,,0.509,0.229127,211s,47.38,91.82,377.0,-0.38,-0.38,26.66,13.15,15.79,4.732,5.047,359.0,0.0,39.39,62.66,63.68,46.757,2.36,6.85,26.5,331.0,4.1,3.78,0.54,77.28,0.57,0.63,0.79,0.3,0.79,78.23,6.7,67.16,73.0,0.69,2354.3,4.75,66.65,0.31,61.87,14.1,3.76,86.02,T1024
T1024TS209_1,0.76221,0.80805,0.777,0.573,0.759,0.74604,0.8478,0.8221,0.7608509,0.5961081,0.792,0.541,0.628,,0.585,0.383027,209s,62.08,100.0,20.0,0.76,0.76,40.28,25.12,32.59,3.778,4.074,391.0,0.0,57.03,76.73,78.01,59.955,2.02,10.32,43.9,391.0,3.8,1.1,0.71,94.63,0.7,0.78,0.96,0.13,0.93,84.8,7.24,88.23,89.63,0.82,4821.0,1.01,76.13,0.45,2.31,0.0,0.49,97.54,T1024
T1024TS211_3,0.59961,0.539702,0.590,0.454,0.566,0.62388,0.6447,0.6268,0.4934066,0.5504581,0.656,0.450,0.496,,0.508,0.251625,211s,47.31,91.82,382.0,,-0.38,27.05,13.66,15.95,4.769,5.127000000000002,359.0,2.0,37.85,62.92,64.19,46.908,2.4,6.31,27.3,324.0,4.0,3.73,0.54,76.98,0.57,0.63,0.79,0.31,0.79,81.72,6.58,67.06,73.48,0.68,2965.5,5.17,66.06,0.32,64.4,13.14,3.76,88.17,T1024
T1024TS278_3,0.65953,0.726686,0.679,0.476,0.678,0.66781,0.7271,0.6874,0.6502988,0.5419702,0.726,0.498,0.558,,0.547,0.296887,278s,55.95,100.0,307.0,,0.28,34.46,17.8,23.96,4.347,4.743,391.0,3.0,51.15,75.7,76.98,54.719,2.45,9.54,36.7,378.0,3.9,1.12,0.62,83.38,0.64,0.71,0.95,0.2,0.92,79.8,6.92,83.5,81.25,0.8,4063.7,3.82,75.06,0.38,1.39,0.59,0.49,96.31,T1024
T1024TS252_4,0.58406,0.541502,0.637,0.416,0.552,0.63651,0.6745,0.6049,0.5233591,0.5516614,0.625,0.414,0.439,,0.48,0.244907,252s,47.19,100.0,388.0,,-0.39,25.45,11.1,16.63,5.497999999999998,6.03,391.0,0.0,39.9,63.43,68.29,46.966,2.49,6.87,27.8,355.0,4.0,3.26,0.56,76.6,0.59,0.65,0.92,0.24,0.9,91.6,6.58,77.2,76.83,0.72,2578.4,14.23,81.1,0.29,125.27,2.93,1.23,95.07,T1024
T1024TS317_4,0.60494,0.651254,0.738,0.502,0.626,0.70180,0.7400,0.6949,0.6254825,0.5471248,0.675,0.450,0.513,,0.513,0.291521,317s,57.23,100.0,272.0,,0.38,35.74,17.59,28.86,4.359,4.774,391.0,1.0,50.64,73.91,75.45,55.674,2.2,9.11,37.9,383.0,4.1,3.04,0.61,85.17,0.64,0.69,0.95,0.2,0.91,90.2,7.34,84.82,81.44,0.8,4196.0,2.38,75.81,0.33,17.41,16.42,2.96,94.58,T1024
T1024TS326_1,0.72763,0.74321,0.715,0.606,0.738,0.74343,0.8022,0.7852,0.6990955,0.6124615,0.711,0.484,0.521,,0.547,0.421406,326s,60.87,100.0,117.0,0.66,0.67,38.1,22.89,31.32,3.709,4.044,391.0,4.0,55.24,79.03,79.8,59.615,2.19,10.75,40.5,379.0,3.4,2.12,0.68,93.73,0.69,0.75,0.97,0.12,0.93,88.5,6.81,87.84,86.53,0.83,4465.7,1.63,,0.44,24.68,2.05,0.0,98.28,T1024
T1024TS326_3,0.73330,0.714837,0.706,0.585,0.626,0.74058,0.7690,0.7170,0.666996,0.6060401,0.701,0.452,0.498,,0.544,0.401600,326s,61.0,100.0,96.0,,0.68,38.36,23.46,31.66,3.688,4.052,391.0,3.0,62.15,81.07,82.1,60.577,2.22,10.79,42.6,391.0,3.7,2.49,0.66,93.61,0.68,0.75,0.97,0.12,0.93,85.6,7.44,87.71,86.3,0.83,4650.9,1.7,,0.43,28.69,2.64,1.23,96.55,T1024
T1024TS326_2,0.72352,0.753969,0.720,0.596,0.723,0.74319,0.8050,0.7821,0.7201247,0.6188588,0.710,0.463,0.506,,0.546,0.407167,326s,60.68,100.0,134.0,,0.65,37.85,22.75,31.25,3.741,4.097,391.0,4.0,55.24,79.03,79.8,59.96,2.19,10.58,42.5,389.0,3.7,2.12,0.67,93.35,0.69,0.75,0.97,0.12,0.93,84.4,7.34,87.91,86.51,0.83,4642.3,1.42,,0.43,28.23,1.76,0.25,98.52,T1024
T1024TS337_2,0.55456,0.527107,0.600,0.390,0.530,0.59534,0.6277,0.6155,0.5245669,0.5444006,0.613,0.393,0.432,,0.476,0.225904,337s,45.59,100.0,409.0,,-0.52,23.98,14.29,19.95,5.484,5.9670000000000005,391.0,1.0,39.39,57.8,61.64,39.732,2.42,6.35,24.0,335.0,4.2,3.23,0.55,75.45,0.59,0.65,0.91,0.27,0.9,93.9,6.11,76.17,75.87,0.7,2727.4,10.14,54.69,0.29,123.11,2.93,1.23,95.32,T1024
T1024TS097_5,0.57926,0.645193,0.690,0.470,0.638,0.69436,0.7142,0.6436,0.6458072,0.56345916,0.660,0.449,0.511,,0.499,0.249200,097s,55.95,100.0,307.0,,0.28,33.76,19.88,27.76,4.442,4.747,391.0,1.0,48.59,74.17,76.98,55.477,2.27,9.97,34.4,365.0,3.4,2.94,0.56,84.53,0.63,0.7,0.95,0.21,0.92,85.3,6.81,84.19,80.59,0.8,3824.4,2.47,,0.34,116.35,0.0,2.71,93.84,T1024
T1024TS013_4,0.68027,0.685769,0.691,0.479,0.697,0.61452,0.7604,0.7685,0.6287065,0.55300796,0.723,0.490,0.572,,0.54,0.282256,013s,56.14,100.0,303.0,,0.3,35.1,18.52,23.8,4.396,4.831,391.0,1.0,49.1,71.36,74.68,56.397,2.18,9.07,35.4,378.0,4.2,0.5,0.62,85.55,0.66,0.7,0.95,0.18,0.91,81.0,6.92,84.09,81.07,0.77,3815.9,2.64,70.08,0.4,0.0,0.0,0.25,98.03,T1024
T1024TS138_5,0.61947,0.653407,0.724,0.466,0.636,0.68632,0.7081,0.6590,0.6558514,0.53573585,0.645,0.413,0.472,,0.501,0.249783,138s,54.67,100.0,332.0,,0.19,32.35,14.88,24.88,4.388,4.816,391.0,2.0,47.31,70.84,72.63,53.838,2.2,8.72,36.0,384.0,4.3,3.01,0.6,84.53,0.63,0.68,0.95,0.19,0.92,91.0,7.44,84.43,81.54,0.79,3992.1,2.46,77.26,0.32,18.64,14.66,1.97,94.83,T1024
T1024TS278_4,0.66744,0.727269,0.714,0.477,0.695,0.65856,0.7162,0.6686,0.6566398,0.54182094,0.731,0.498,0.546,,0.557,0.262583,278s,59.02,100.0,216.0,,0.52,36.57,20.85,30.89,3.952,4.346,391.0,1.0,56.78,79.54,80.31,56.726000000000006,2.25,10.15,39.8,385.0,3.6,0.81,0.65,85.55,0.65,0.72,0.96,0.18,0.92,80.2,7.44,87.02,82.13,0.83,4388.7,3.23,78.96,0.38,1.08,0.0,0.49,98.03,T1024
T1024TS238_4,0.71717,0.725953,0.742,0.569,0.561,0.76476,0.7769,0.7129,0.6877833,0.61293733,0.725,0.474,0.520,,0.553,0.384065,238s,57.74,100.0,254.0,,0.42,34.98,20.16,27.38,3.896,4.239,391.0,18.0,49.87,76.47,78.01,57.605,2.15,9.2,41.1,385.0,3.7,2.85,0.66,92.45,0.67,0.75,0.97,0.14,0.93,88.3,7.13,87.56,85.88,0.81,4534.1,1.89,39.17,0.41,46.45,3.52,1.72,95.81,T1024
T1024TS222_1,0.70878,0.723842,0.660,0.585,0.659,0.68847,0.7513,0.7612,0.660152,0.5854999,0.682,0.456,0.496,,0.532,0.408057,222s,61.0,100.0,96.0,0.67,0.68,37.66,25.15,33.12,3.3560000000000003,3.731,391.0,7.0,58.57,84.65,84.65,56.75899999999999,2.31,11.48,42.4,385.0,3.2,1.91,0.66,94.76,0.68,0.74,0.97,0.12,0.93,85.7,7.02,87.9,84.93,0.85,4659.3,2.87,,0.43,20.84,0.59,1.23,97.54,T1024
T1024TS075_2,0.65648,0.573156,0.645,0.449,0.585,0.64631,0.6836,0.6328,0.5491678,0.5715898,0.625,0.443,0.474,,0.508,0.250226,075s,47.19,100.0,388.0,,-0.39,24.87,14.57,19.63,5.183,5.602,391.0,1.0,36.57,59.59,65.22,45.885,2.45,6.61,20.1,302.0,3.9,2.85,0.57,82.1,0.62,0.67,0.93,0.22,0.9,85.3,6.92,78.86,78.79,0.71,1350.1,6.46,68.94,0.32,96.49,0.0,1.97,94.09,T1024
T1024TS209_4,0.75409,0.814466,0.774,0.573,0.797,0.74396,0.8437,0.8056,0.770647,0.59494394,0.789,0.540,0.634,,0.584,0.393357,209s,61.96,100.0,32.0,,0.75,40.28,25.5,32.45,3.815,4.083,391.0,1.0,56.01,76.98,78.26,60.48,2.04,10.28,43.6,391.0,3.8,0.97,0.71,94.12,0.7,0.78,0.96,0.13,0.93,85.6,7.24,88.14,89.4,0.82,4790.9,1.05,76.32,0.46,2.0,0.29,0.0,98.03,T1024
T1024TS097_4,0.59909,0.637705,0.698,0.482,0.649,0.68841,0.6998,0.6279,0.6299685,0.57060426,0.659,0.453,0.512,,0.508,0.248928,097s,55.56,100.0,316.0,,0.25,33.31,19.83,27.09,4.4,4.7360000000000015,391.0,0.0,48.34,73.15,76.21,54.55,2.28,9.63,33.9,370.0,3.6,2.83,0.56,86.83,0.64,0.71,0.95,0.19,0.91,73.3,6.7,84.29,80.5,0.79,3775.4,3.07,,0.34,108.6,0.0,3.2,95.32,T1024
T1024TS211_5,0.57624,0.52295,0.572,0.423,0.533,0.60925,0.6107,0.5718,0.4842249,0.5370354,0.627,0.445,0.498,,0.503,0.213505,211s,47.25,91.82,383.0,,-0.39,26.66,16.49,22.22,5.147,5.471,359.0,1.0,37.6,61.38,62.15,42.968,2.52,6.4,25.3,314.0,4.1,3.6,0.53,75.25,0.56,0.62,0.78,0.34,0.78,78.87,6.58,66.05,71.93,0.67,2334.7,5.33,64.2,0.3,66.08,8.33,3.23,87.37,T1024
T1024TS377_2,0.71237,0.7017,0.722,0.611,0.729,0.76258,0.7851,0.7664,0.6807606,0.604974,0.717,0.473,0.518,,0.55,0.461219,377s,59.46,100.0,194.0,,0.56,37.28,22.53,30.09,3.803,4.103,391.0,13.0,54.99,77.24,78.26,58.243,2.22,9.59,42.5,391.0,3.8,2.63,0.66,93.09,0.68,0.76,0.97,0.14,0.93,91.0,7.44,89.02,87.06,0.83,4678.2,1.75,85.33,0.43,42.41,2.93,0.49,97.04,T1024
T1024TS238_5,0.71352,0.740699,0.770,,0.720,0.76110,0.8030,0.7746,0.7026467,0.6126123,,0.479,0.531,,,0.384253,238s,58.12,100.0,247.0,,0.45,35.1,20.14,27.09,3.884,4.238,391.0,7.0,50.13,75.96,77.49,57.662,2.17,9.11,42.0,391.0,3.9,2.59,0.67,92.97,0.68,0.76,0.97,0.13,0.93,83.1,7.02,87.84,86.6,0.81,4621.9,1.73,39.22,0.42,36.24,3.23,0.99,97.04,T1024
T1024TS211_2,0.59251,0.51161,0.587,0.432,0.545,0.62040,0.6292,0.6142,0.4712311,0.53941405,0.652,0.449,0.478,,0.506,0.215359,211s,47.25,91.82,383.0,,-0.39,26.73,13.37,15.96,4.84,5.22,359.0,0.0,39.9,60.87,61.38,46.722,2.32,6.27,27.7,332.0,4.1,3.74,0.54,76.91,0.57,0.62,0.79,0.34,0.79,81.44,6.92,66.6,72.92,0.69,2994.2,4.87,67.67,0.31,69.62,11.22,4.03,86.56,T1024
T1024TS319_4,0.68406,0.685149,0.707,0.542,0.642,0.72684,0.7490,0.6787,0.6496222,0.58683544,0.691,0.474,0.511,,0.525,0.325177,319s,61.7,100.0,49.0,,0.73,38.62,22.45,31.61,3.458,3.921,391.0,0.0,61.13,82.1,83.12,62.674,2.21,10.53,42.7,390.0,3.5,2.73,0.65,90.67,0.65,0.74,0.97,0.13,0.93,86.9,7.64,88.07,84.28,0.84,4676.9,1.99,84.9,0.39,93.99,0.59,1.72,95.81,T1024
T1024TS437_2,0.49784,0.508317,0.597,0.352,0.507,0.59424,0.5900,0.5912,0.4834423,0.5352891,0.596,0.421,0.444,,0.482,0.206639,437s,44.44,100.0,422.0,,-0.61,22.7,13.03,17.59,5.934,6.462999999999999,391.0,1.0,35.81,58.06,62.4,40.06,2.52,6.09,24.2,342.0,4.3,3.32,0.53,71.1,0.58,0.63,0.9,0.3,0.89,89.9,6.35,74.51,72.59,0.69,2749.9,17.86,55.72,0.29,124.35,2.64,2.46,93.1,T1024
T1024TS487_1,0.71344,0.721774,0.725,0.511,0.688,0.74883,0.7672,0.7081,0.6870034,0.61593044,0.707,0.486,0.553,,0.552,0.251788,487s,57.23,100.0,272.0,0.38,0.38,34.78,18.95,25.99,4.132,4.475,391.0,42.0,50.13,74.17,75.45,56.076,2.22,9.37,38.9,387.0,4.0,1.81,0.62,91.3,0.66,0.74,0.96,0.17,0.92,89.5,7.02,86.12,84.34,0.8,4300.7,3.29,78.85,0.39,18.07,1.17,0.25,98.03,T1024
T1024TS050_2,0.58897,0.593299,0.608,0.416,0.563,0.63331,0.6611,0.6477,0.5745376,0.5637805,0.615,0.422,0.445,,0.482,0.210325,050s,50.19,100.0,356.0,,-0.16,28.39,12.07,16.96,5.1610000000000005,5.482,391.0,0.0,38.62,66.75,71.36,47.408,2.49,7.69,31.3,369.0,4.3,3.3,0.58,79.67,0.6,0.68,0.94,0.24,0.89,92.6,7.24,80.37,78.0,0.73,2652.9,4.7,80.9,0.32,137.29,3.52,0.74,95.81,T1024
T1024TS460_1,0.53092,0.54081,0.623,0.359,0.453,0.60022,0.5856,0.5778,0.5414822,0.52704215,0.620,0.397,0.450,,0.483,0.190256,460s,53.84,100.0,338.0,0.12,0.12,31.84,15.47,23.86,4.785,5.448,391.0,0.0,45.27,74.17,78.26,55.774,2.23,10.15,32.8,359.0,3.1,3.31,0.53,72.12,0.57,0.62,0.94,0.33,0.9,85.8,6.35,78.94,73.11,0.76,3660.1,5.76,82.98,0.27,83.86,4.11,2.22,92.86,T1024
T1024TS377_5,0.72154,0.70057,0.710,0.601,0.681,0.76303,0.8073,0.7895,0.6940864,0.6097981,0.716,0.472,0.549,,0.555,0.437724,377s,59.27,100.0,204.0,,0.54,37.21,21.69,29.68,3.79,4.1389999999999985,391.0,16.0,53.2,75.96,77.24,57.43,2.13,9.59,42.4,391.0,3.8,2.78,0.66,92.2,0.68,0.76,0.97,0.14,0.93,91.1,7.44,88.86,87.04,0.83,4630.2,1.8,85.32,0.43,42.4,4.69,0.49,97.04,T1024
T1024TS209_3,0.74590,0.805627,0.777,0.568,0.768,0.74456,0.8403,0.8172,0.7658382,0.59379476,0.787,0.543,0.629,,0.584,0.374637,209s,61.64,100.0,51.0,,0.73,40.16,25.91,32.75,3.809,4.0939999999999985,391.0,0.0,56.27,77.49,78.77,59.435,2.06,10.53,43.4,390.0,3.8,1.08,0.71,94.25,0.71,0.78,0.96,0.13,0.93,84.0,7.24,88.06,89.07,0.82,4771.3,1.02,76.68,0.46,1.85,0.0,0.74,97.29,T1024
T1024TS326_4,0.72900,0.732175,0.717,0.595,0.717,0.74203,0.7869,0.7729,0.6859829,0.60925245,0.701,0.464,0.509,,0.544,0.413549,326s,61.06,100.0,93.0,,0.68,38.37,22.35,31.22,3.716,4.047,391.0,4.0,55.5,79.03,79.8,59.834,2.2,10.71,42.3,386.0,3.6,2.5,0.67,94.37,0.68,0.75,0.97,0.12,0.93,82.5,6.81,87.7,86.2,0.83,4634.5,1.76,,0.43,38.42,1.76,1.72,96.31,T1024
T1024TS183_3,0.61110,0.595615,0.670,0.439,0.646,0.68288,0.7285,0.6731,0.6019718,0.56977844,0.672,0.455,0.504,,0.527,0.261113,183s,58.5,100.0,232.0,,0.48,36.58,20.39,29.08,4.078,4.38,391.0,29.0,52.94,74.42,75.45,55.792,2.11,9.59,37.0,381.0,3.8,3.54,0.65,90.79,0.64,0.75,0.96,0.2,0.93,74.4,7.34,85.18,82.21,0.81,4098.5,4.96,38.83,0.39,71.45,4.69,7.39,82.02,T1024
T1024TS187_4,0.69924,0.667271,0.716,0.551,0.578,0.72729,0.7317,0.6562,0.6481454,0.58228993,0.681,0.481,0.524,,0.522,0.354430,187s,62.08,100.0,20.0,,0.76,39.13,21.84,33.33,3.338,3.79,391.0,0.0,63.43,84.4,85.17,62.135,2.2,10.92,42.7,389.0,3.3,2.8,0.65,90.41,0.65,0.74,0.97,0.13,0.93,86.1,7.64,88.32,84.25,0.85,4697.6,1.99,77.35,0.4,89.52,1.17,1.23,95.32,T1024
T1024TS487_4,0.69609,0.733637,0.737,0.508,0.721,0.75412,0.5888,0.4374,0.7042051,0.6106351,0.717,0.491,0.546,,0.556,0.272798,487s,59.08,100.0,213.0,,0.53,36.83,21.01,29.42,3.879,4.273,391.0,41.0,54.73,76.47,77.49,58.215,2.16,9.93,40.2,390.0,3.8,1.86,0.63,92.2,0.66,0.75,0.96,0.15,0.93,89.4,6.81,87.2,85.56,0.82,4059.6,2.76,80.64,0.39,11.73,1.76,0.25,97.54,T1024
T1024TS238_2,0.73861,0.7445,0.728,0.580,0.709,0.76000,0.6978,0.6071,0.6831957,0.6065475,0.739,0.487,0.539,,0.558,0.390850,238s,60.42,100.0,159.0,,0.63,37.72,21.14,28.69,3.74,4.105,391.0,7.0,53.71,77.24,78.52,59.61,2.11,9.97,43.7,390.0,3.7,2.28,0.68,93.86,0.68,0.76,0.97,0.12,0.93,90.0,6.92,88.87,87.77,0.82,4777.1,1.57,37.71,0.43,25.3,1.76,0.99,96.8,T1024
T1024TS487_2,0.70680,0.74457,0.732,0.529,0.674,0.74498,0.7773,0.7382,0.7185766,0.6193481,0.717,0.484,0.559,,0.554,0.278759,487s,56.46,100.0,298.0,,0.32,34.15,20.16,25.71,4.183,4.501,391.0,35.0,50.64,73.4,74.94,55.703,2.22,8.85,39.1,386.0,4.0,1.71,0.63,91.43,0.67,0.74,0.96,0.16,0.92,89.5,6.81,86.01,84.79,0.79,4323.9,3.44,79.08,0.42,14.2,0.88,0.25,97.78,T1024
T1024TS364_5,0.62926,0.620625,0.716,0.524,0.646,0.67733,0.7342,0.7037,0.5966602,0.56126946,0.717,0.473,0.553,,0.535,0.307360,364s,61.06,100.0,93.0,,0.68,37.85,24.09,32.1,3.22,3.656,391.0,3.0,64.71,86.19,86.19,60.965,2.26,11.53,41.1,389.0,3.2,3.3,0.64,90.15,0.65,0.74,0.97,0.15,0.94,89.0,7.64,88.37,84.19,0.86,4529.3,2.39,,0.38,89.68,2.93,5.42,90.64,T1024
T1024TS042_2,0.64683,0.574871,0.668,0.494,0.625,0.66202,0.6791,0.6367,0.525198,0.5480282,0.674,0.475,0.520,,0.529,0.300939,042s,50.64,100.0,353.0,,-0.13,28.13,14.04,17.15,5.214,5.471,391.0,0.0,39.13,64.71,70.84,47.324,2.47,7.82,30.6,364.0,4.0,1.31,0.6,84.27,0.64,0.69,0.93,0.2,0.9,92.6,7.02,81.35,80.89,0.73,3425.6,4.78,68.12,0.36,1.69,0.88,1.72,94.33,T1024
T1024TS013_1,0.71932,0.719797,0.678,0.501,0.745,0.65896,0.7787,0.7484,0.7000653,0.5701774,0.731,0.491,0.561,,0.544,0.311902,013s,57.55,100.0,266.0,0.41,0.41,35.42,22.09,27.9,4.069,4.44,391.0,1.0,53.45,76.47,77.49,55.926,2.24,9.24,37.8,376.0,3.8,0.55,0.65,89.39,0.67,0.71,0.96,0.15,0.92,84.5,7.44,86.6,83.64,0.8,4186.4,1.89,74.33,0.43,0.0,0.0,0.49,97.78,T1024
T1024TS226_4,0.62464,0.672962,0.699,0.486,0.645,0.65686,0.7126,0.7045,0.628426,0.54074156,0.697,0.482,0.544,,0.536,0.307065,226s,64.64,100.0,7.0,,0.96,42.13,24.31,33.88,3.485,3.977,391.0,0.0,63.94,86.19,86.45,62.486,2.07,11.44,43.5,387.0,3.2,1.84,0.66,89.64,0.67,0.74,0.97,0.14,0.92,91.8,7.54,88.38,85.24,0.86,4781.1,3.27,,0.4,2.77,3.23,1.23,94.33,T1024
T1024TS138_2,0.60897,0.64712,0.720,0.503,0.644,0.70381,0.7253,0.6718,0.6300866,0.5549079,0.665,0.448,0.498,,0.509,0.299795,138s,55.95,100.0,307.0,,0.28,33.89,16.39,26.43,4.297,4.74,391.0,1.0,49.1,69.31,72.89,54.312,2.19,8.55,36.7,369.0,3.8,3.07,0.61,86.83,0.64,0.69,0.96,0.18,0.92,91.3,7.24,85.15,82.07,0.79,4058.7,3.62,75.59,0.34,16.8,16.42,2.46,93.6,T1024
T1024TS319_5,0.69709,0.696035,0.696,0.535,0.656,0.72251,0.7431,0.6810,0.6661724,0.58766526,0.685,0.494,0.530,,0.527,0.325512,319s,61.19,100.0,80.0,,0.69,38.17,21.15,31.31,3.402,3.89,391.0,2.0,61.38,83.38,84.4,62.618,2.22,10.84,42.2,389.0,3.4,2.65,0.64,88.49,0.65,0.73,0.97,0.13,0.93,92.0,7.64,87.91,83.52,0.85,4642.2,2.0,85.46,0.37,77.66,2.05,0.74,97.78,T1024
T1024TS138_3,0.62243,0.633581,0.708,0.476,0.604,0.70050,0.7058,0.6403,0.6254648,0.5349401,0.501,0.442,0.496,,0.503,0.260311,138s,56.2,100.0,302.0,,0.3,34.02,15.49,25.75,4.368,4.785,391.0,2.0,48.34,71.87,73.91,55.179,2.18,8.98,33.7,367.0,3.9,3.13,0.6,85.04,0.63,0.69,0.95,0.19,0.92,91.3,7.24,84.07,81.42,0.79,3731.5,2.29,76.56,0.33,17.41,16.72,3.45,92.61,T1024
T1024TS042_1,0.68591,0.684166,0.691,0.493,0.700,0.74685,0.7429,0.7019,0.6472279,0.57662714,0.707,0.478,0.559,,0.534,0.289001,042s,61.45,100.0,63.0,0.71,0.71,38.94,24.0,32.52,3.723,4.051,391.0,1.0,54.22,76.21,80.56,62.025,2.13,10.62,42.5,391.0,3.7,1.42,0.66,91.94,0.68,0.74,0.97,0.13,0.93,84.6,7.54,88.07,85.4,0.83,4678.2,1.95,85.55,0.43,1.54,2.05,0.74,95.81,T1024
T1024TS487_5,0.70184,0.733558,0.729,0.524,0.631,0.74110,0.7661,0.7181,0.7013622,0.6073757,0.719,0.484,0.562,,0.554,0.282044,487s,59.46,100.0,194.0,,0.56,37.08,20.98,29.05,3.978,4.379,391.0,44.0,56.52,76.47,77.24,57.971,2.28,9.5,39.9,382.0,3.7,1.93,0.64,89.77,0.66,0.74,0.96,0.17,0.93,82.1,7.44,87.43,84.88,0.81,4401.9,3.35,80.03,0.39,12.65,2.64,0.25,98.28,T1024
T1024TS198_1,0.63547,0.56199,0.629,0.438,0.605,0.63893,0.6678,0.6220,0.5367659,0.56833375,0.629,0.414,0.471,,0.5,0.241907,198s,48.02,100.0,369.0,-0.33,-0.33,25.45,13.53,18.56,5.16,5.5539999999999985,391.0,0.0,37.85,60.87,65.73,43.558,2.43,6.18,22.5,293.0,3.9,2.75,0.57,81.71,0.61,0.67,0.93,0.21,0.9,89.1,6.81,78.64,78.45,0.71,1307.8,6.42,72.62,0.31,94.51,0.0,1.23,95.57,T1024
T1024TS183_1,0.61035,0.605858,0.673,0.443,0.599,0.68415,0.7306,0.6988,0.6160765,0.56685144,0.681,0.457,0.501,,0.525,0.253986,183s,58.25,100.0,240.0,0.46,0.46,36.45,20.09,29.41,4.105,4.417,391.0,18.0,52.17,75.19,75.96,54.57100000000001,2.16,9.59,37.2,379.0,3.8,3.56,0.65,89.51,0.65,0.75,0.96,0.19,0.93,77.7,7.34,85.4,82.6,0.81,4115.7,4.76,38.87,0.4,67.75,5.28,7.88,81.53,T1024
T1024TS097_3,0.58443,0.619781,0.691,0.474,0.621,0.69342,0.7070,0.6411,0.6049327,0.5584588,0.657,0.443,0.509,,0.502,0.240574,097s,55.69,100.0,315.0,,0.26,33.51,20.09,27.34,4.3580000000000005,4.725,391.0,0.0,47.06,73.4,76.98,54.826,2.29,10.06,35.1,372.0,3.6,2.89,0.58,86.57,0.64,0.7,0.96,0.18,0.92,94.7,6.81,84.58,80.93,0.8,3864.1,3.04,,0.35,114.33,0.29,2.46,94.58,T1024
T1024TS198_3,0.63399,0.576195,0.644,0.434,0.607,0.63273,0.6309,0.6440,0.5635861,0.5708332,0.638,0.436,0.463,,0.504,0.263696,198s,47.19,100.0,388.0,,-0.39,25.0,14.57,19.3,5.197,5.555,391.0,2.0,35.55,58.57,62.66,44.03,2.53,7.26,28.0,358.0,4.0,2.87,0.54,79.54,0.6,0.65,0.92,0.3,0.9,85.1,6.81,78.76,76.7,0.72,3151.3,10.31,73.74,0.3,101.48,0.0,1.97,94.09,T1024
T1024TS351_4,0.74709,0.77956,0.717,0.510,0.761,0.68282,0.8009,0.7909,0.7189561,0.5844195,0.774,0.547,0.608,,0.58,0.305120,351s,55.44,100.0,322.0,,0.24,33.38,21.15,28.52,4.21,4.535,391.0,0.0,50.38,73.4,74.68,53.174,2.26,9.03,40.4,388.0,4.1,0.95,0.69,92.97,0.69,0.77,0.96,0.15,0.92,86.9,7.34,87.64,86.02,0.8,4449.6,1.88,40.2,0.45,1.85,0.0,0.0,98.77,T1024
